Date,Open,High,Low,Close,Adj Close,Volume
12/15/06,1425.47998,1431.630005,1425.47998,1427.089966,1427.089966,3229580000
12/18/06,1427.079956,1431.810059,1420.650024,1422.47998,1422.47998,2568140000
12/19/06,1422.420044,1428.300049,1414.880005,1425.550049,1425.550049,2717060000
12/20/06,1425.51001,1429.050049,1423.51001,1423.530029,1423.530029,2387630000
12/21/06,1423.199951,1426.400024,1415.900024,1418.300049,1418.300049,2322410000
12/22/06,1418.099976,1418.819946,1410.280029,1410.76001,1410.76001,1647590000
12/26/06,1410.75,1417.910034,1410.449951,1416.900024,1416.900024,1310310000
12/27/06,1416.630005,1427.719971,1416.630005,1426.839966,1426.839966,1667370000
12/28/06,1426.77002,1427.26001,1422.050049,1424.72998,1424.72998,1508570000
12/29/06,1424.709961,1427,1416.839966,1418.300049,1418.300049,1678200000
1/3/07,1418.030029,1429.420044,1407.859985,1416.599976,1416.599976,3429160000
1/4/07,1416.599976,1421.839966,1408.430054,1418.339966,1418.339966,3004460000
1/5/07,1418.339966,1418.339966,1405.75,1409.709961,1409.709961,2919400000
1/8/07,1409.26001,1414.97998,1403.969971,1412.839966,1412.839966,2763340000
1/9/07,1412.839966,1415.609985,1405.420044,1412.109985,1412.109985,3038380000
1/10/07,1408.699951,1415.98999,1405.319946,1414.849976,1414.849976,2764660000
1/11/07,1414.839966,1427.119995,1414.839966,1423.819946,1423.819946,2857870000
1/12/07,1423.819946,1431.22998,1422.579956,1430.72998,1430.72998,2686480000
1/16/07,1430.72998,1433.930054,1428.619995,1431.900024,1431.900024,2599530000
1/17/07,1431.77002,1435.27002,1428.569946,1430.619995,1430.619995,2690270000
1/18/07,1430.589966,1432.959961,1424.209961,1426.369995,1426.369995,2822430000
1/19/07,1426.349976,1431.569946,1425.189941,1430.5,1430.5,2777480000
1/22/07,1430.469971,1431.390015,1420.400024,1422.949951,1422.949951,2540120000
1/23/07,1422.949951,1431.329956,1421.660034,1427.98999,1427.98999,2975070000
1/24/07,1427.959961,1440.140015,1427.959961,1440.130005,1440.130005,2783180000
1/25/07,1440.119995,1440.689941,1422.339966,1423.900024,1423.900024,2994330000
1/26/07,1423.900024,1427.27002,1416.959961,1422.180054,1422.180054,2626620000
1/29/07,1422.030029,1426.939941,1418.459961,1420.619995,1420.619995,2730480000
1/30/07,1420.609985,1428.819946,1420.609985,1428.819946,1428.819946,2706250000
1/31/07,1428.650024,1441.609985,1424.780029,1438.23999,1438.23999,2976690000
2/1/07,1437.900024,1446.640015,1437.900024,1445.939941,1445.939941,2914890000
2/2/07,1445.939941,1449.329956,1444.48999,1448.390015,1448.390015,2569450000
2/5/07,1448.329956,1449.380005,1443.849976,1446.98999,1446.98999,2439430000
2/6/07,1446.97998,1450.189941,1443.400024,1448,1448,2608710000
2/7/07,1447.410034,1452.98999,1446.439941,1450.02002,1450.02002,2618820000
2/8/07,1449.98999,1450.449951,1442.810059,1448.310059,1448.310059,2816180000
2/9/07,1448.25,1452.449951,1433.439941,1438.060059,1438.060059,2951810000
2/12/07,1438,1439.109985,1431.439941,1433.369995,1433.369995,2395680000
2/13/07,1433.219971,1444.410034,1433.219971,1444.26001,1444.26001,2652150000
2/14/07,1443.910034,1457.650024,1443.910034,1455.300049,1455.300049,2699290000
2/15/07,1455.150024,1457.969971,1453.189941,1456.810059,1456.810059,2490920000
2/16/07,1456.77002,1456.77002,1451.569946,1455.540039,1455.540039,2399450000
2/20/07,1455.530029,1460.530029,1449.199951,1459.680054,1459.680054,2337860000
2/21/07,1459.599976,1459.599976,1452.02002,1457.630005,1457.630005,2606980000
2/22/07,1457.290039,1461.569946,1450.51001,1456.380005,1456.380005,1950770000
2/23/07,1456.219971,1456.219971,1448.359985,1451.189941,1451.189941,2579950000
2/26/07,1451.040039,1456.949951,1445.47998,1449.369995,1449.369995,2822170000
2/27/07,1449.25,1449.25,1389.420044,1399.040039,1399.040039,4065230000
2/28/07,1398.640015,1415.890015,1396.650024,1406.819946,1406.819946,3925250000
3/1/07,1406.800049,1409.459961,1380.869995,1403.170044,1403.170044,3874910000
3/2/07,1403.160034,1403.400024,1386.869995,1387.170044,1387.170044,3312260000
3/5/07,1387.109985,1391.859985,1373.969971,1374.119995,1374.119995,3480520000
3/6/07,1374.060059,1397.900024,1374.060059,1395.410034,1395.410034,3358160000
3/7/07,1395.02002,1401.160034,1390.640015,1391.969971,1391.969971,3141350000
3/8/07,1391.880005,1407.930054,1391.880005,1401.890015,1401.890015,3014850000
3/9/07,1401.890015,1410.150024,1397.300049,1402.839966,1402.839966,2623050000
3/12/07,1402.800049,1409.339966,1398.400024,1406.599976,1406.599976,2664000000
3/13/07,1406.22998,1406.22998,1377.709961,1377.949951,1377.949951,3485570000
3/14/07,1377.859985,1388.089966,1363.97998,1387.170044,1387.170044,3758350000
3/15/07,1387.109985,1395.72998,1385.160034,1392.280029,1392.280029,2821900000
3/16/07,1392.280029,1397.51001,1383.630005,1386.949951,1386.949951,3393640000
3/19/07,1386.949951,1403.199951,1386.949951,1402.060059,1402.060059,2777180000
3/20/07,1402.040039,1411.530029,1400.699951,1410.939941,1410.939941,2795940000
3/21/07,1410.920044,1437.77002,1409.75,1435.040039,1435.040039,3184770000
3/22/07,1435.040039,1437.660034,1429.880005,1434.540039,1434.540039,3129970000
3/23/07,1434.540039,1438.890015,1433.209961,1436.109985,1436.109985,2619020000
3/26/07,1436.109985,1437.650024,1423.280029,1437.5,1437.5,2754660000
3/27/07,1437.48999,1437.48999,1425.540039,1428.609985,1428.609985,2673040000
3/28/07,1428.349976,1428.349976,1414.069946,1417.22998,1417.22998,3000440000
3/29/07,1417.170044,1426.23999,1413.27002,1422.530029,1422.530029,2854710000
3/30/07,1422.52002,1429.219971,1408.900024,1420.859985,1420.859985,2903960000
4/2/07,1420.829956,1425.48999,1416.369995,1424.550049,1424.550049,2875880000
4/3/07,1424.27002,1440.569946,1424.27002,1437.77002,1437.77002,2921760000
4/4/07,1437.75,1440.160034,1435.079956,1439.369995,1439.369995,2616320000
4/5/07,1438.939941,1444.880005,1436.670044,1443.76001,1443.76001,2357230000
4/9/07,1443.77002,1448.099976,1443.280029,1444.609985,1444.609985,2349410000
4/10/07,1444.579956,1448.72998,1443.98999,1448.390015,1448.390015,2510110000
4/11/07,1448.22998,1448.390015,1436.150024,1438.869995,1438.869995,2950190000
4/12/07,1438.869995,1448.02002,1433.910034,1447.800049,1447.800049,2770570000
4/13/07,1447.800049,1453.109985,1444.150024,1452.849976,1452.849976,2690020000
4/16/07,1452.839966,1468.619995,1452.839966,1468.329956,1468.329956,2870140000
4/17/07,1468.469971,1474.349976,1467.150024,1471.47998,1471.47998,2920570000
4/18/07,1471.469971,1476.569946,1466.410034,1472.5,1472.5,2971330000
4/19/07,1472.47998,1474.22998,1464.469971,1470.72998,1470.72998,2913610000
4/20/07,1470.689941,1484.73999,1470.689941,1484.349976,1484.349976,3329940000
4/23/07,1484.329956,1487.319946,1480.189941,1480.930054,1480.930054,2575020000
4/24/07,1480.930054,1483.819946,1473.73999,1480.410034,1480.410034,3119750000
4/25/07,1480.280029,1496.589966,1480.280029,1495.420044,1495.420044,3252590000
4/26/07,1495.27002,1498.02002,1491.170044,1494.25,1494.25,3211800000
4/27/07,1494.209961,1497.319946,1488.670044,1494.069946,1494.069946,2732810000
4/30/07,1494.069946,1497.160034,1482.290039,1482.369995,1482.369995,3093420000
5/1/07,1482.369995,1487.27002,1476.699951,1486.300049,1486.300049,3400350000
5/2/07,1486.130005,1499.099976,1486.130005,1495.920044,1495.920044,3189800000
5/3/07,1495.560059,1503.339966,1495.560059,1502.390015,1502.390015,3007970000
5/4/07,1502.349976,1510.339966,1501.800049,1505.619995,1505.619995,2761930000
5/7/07,1505.569946,1511,1505.540039,1509.47998,1509.47998,2545090000
5/8/07,1509.359985,1509.359985,1500.660034,1507.719971,1507.719971,2795720000
5/9/07,1507.319946,1513.800049,1503.77002,1512.579956,1512.579956,2935550000
5/10/07,1512.329956,1512.329956,1491.420044,1491.469971,1491.469971,3031240000
5/11/07,1491.469971,1506.23999,1491.469971,1505.849976,1505.849976,2720780000
5/14/07,1505.76001,1510.900024,1498.339966,1503.150024,1503.150024,2776130000
5/15/07,1503.109985,1514.829956,1500.430054,1501.189941,1501.189941,3071020000
5/16/07,1500.75,1514.150024,1500.75,1514.140015,1514.140015,2915350000
5/17/07,1514.01001,1517.140015,1509.290039,1512.75,1512.75,2868640000
5/18/07,1512.73999,1522.75,1512.73999,1522.75,1522.75,2959050000
5/21/07,1522.75,1529.869995,1522.709961,1525.099976,1525.099976,3465360000
5/22/07,1525.099976,1529.23999,1522.050049,1524.119995,1524.119995,2860500000
5/23/07,1524.089966,1532.430054,1521.900024,1522.280029,1522.280029,3084260000
5/24/07,1522.099976,1529.310059,1505.180054,1507.51001,1507.51001,3365530000
5/25/07,1507.5,1517.410034,1507.5,1515.72998,1515.72998,2316250000
5/29/07,1515.550049,1521.800049,1512.02002,1518.109985,1518.109985,2571790000
5/30/07,1517.599976,1530.22998,1510.060059,1530.22998,1530.22998,2980210000
5/31/07,1530.189941,1535.560059,1528.26001,1530.619995,1530.619995,3335530000
6/1/07,1530.619995,1540.560059,1530.619995,1536.339966,1536.339966,2927020000
6/4/07,1536.280029,1540.530029,1532.310059,1539.180054,1539.180054,2738930000
6/5/07,1539.119995,1539.119995,1525.619995,1530.949951,1530.949951,2939450000
6/6/07,1530.569946,1530.569946,1514.130005,1517.380005,1517.380005,2964190000
6/7/07,1517.359985,1517.359985,1490.369995,1490.719971,1490.719971,3538470000
6/8/07,1490.709961,1507.76001,1487.410034,1507.670044,1507.670044,2993460000
6/11/07,1507.640015,1515.530029,1503.349976,1509.119995,1509.119995,2525280000
6/12/07,1509.119995,1511.329956,1492.969971,1493,1493,3056200000
6/13/07,1492.650024,1515.699951,1492.650024,1515.670044,1515.670044,3077930000
6/14/07,1515.579956,1526.449951,1515.579956,1522.969971,1522.969971,2813630000
6/15/07,1522.969971,1538.709961,1522.969971,1532.910034,1532.910034,3406030000
6/18/07,1532.900024,1535.439941,1529.310059,1531.050049,1531.050049,2480240000
6/19/07,1531.02002,1535.849976,1525.670044,1533.699951,1533.699951,2873590000
6/20/07,1533.680054,1537.319946,1512.359985,1512.839966,1512.839966,3286900000
6/21/07,1512.5,1522.900024,1504.75,1522.189941,1522.189941,3161110000
6/22/07,1522.189941,1522.189941,1500.73999,1502.560059,1502.560059,4284320000
6/25/07,1502.560059,1514.290039,1492.680054,1497.73999,1497.73999,3287250000
6/26/07,1497.680054,1506.119995,1490.540039,1492.890015,1492.890015,3398530000
6/27/07,1492.619995,1506.800049,1484.180054,1506.339966,1506.339966,3398150000
6/28/07,1506.319946,1514.839966,1503.410034,1505.709961,1505.709961,3006710000
6/29/07,1505.699951,1517.530029,1493.609985,1503.349976,1503.349976,3165410000
7/2/07,1504.660034,1519.449951,1504.660034,1519.430054,1519.430054,2648990000
7/3/07,1519.119995,1526.01001,1519.119995,1524.869995,1524.869995,1560790000
7/5/07,1524.859985,1526.569946,1517.719971,1525.400024,1525.400024,2622950000
7/6/07,1524.959961,1532.400024,1520.469971,1530.439941,1530.439941,2441520000
7/9/07,1530.430054,1534.26001,1527.449951,1531.849976,1531.849976,2715330000
7/10/07,1531.849976,1531.849976,1510.01001,1510.119995,1510.119995,3244280000
7/11/07,1509.930054,1519.339966,1506.099976,1518.76001,1518.76001,3082920000
7/12/07,1518.73999,1547.920044,1518.73999,1547.699951,1547.699951,3489600000
7/13/07,1547.680054,1555.099976,1544.849976,1552.5,1552.5,2801120000
7/16/07,1552.5,1555.900024,1546.689941,1549.52002,1549.52002,2704110000
7/17/07,1549.52002,1555.319946,1547.73999,1549.369995,1549.369995,3007140000
7/18/07,1549.199951,1549.199951,1533.670044,1546.170044,1546.170044,3609220000
7/19/07,1546.130005,1555.199951,1546.130005,1553.079956,1553.079956,3251450000
7/20/07,1553.189941,1553.189941,1529.199951,1534.099976,1534.099976,3745780000
7/23/07,1534.060059,1547.22998,1534.060059,1541.569946,1541.569946,3102700000
7/24/07,1541.569946,1541.569946,1508.619995,1511.040039,1511.040039,4115830000
7/25/07,1511.030029,1524.310059,1503.72998,1518.089966,1518.089966,4283200000
7/26/07,1518.089966,1518.089966,1465.300049,1482.660034,1482.660034,4472550000
7/27/07,1482.439941,1488.530029,1458.949951,1458.949951,1458.949951,4784650000
7/30/07,1458.930054,1477.880005,1454.319946,1473.910034,1473.910034,4128780000
7/31/07,1473.900024,1488.300049,1454.25,1455.27002,1455.27002,4524520000
8/1/07,1455.180054,1468.380005,1439.589966,1465.810059,1465.810059,5256780000
8/2/07,1465.459961,1476.430054,1460.579956,1472.199951,1472.199951,4368850000
8/3/07,1472.180054,1473.22998,1432.800049,1433.060059,1433.060059,4272110000
8/6/07,1433.040039,1467.670044,1427.390015,1467.670044,1467.670044,5067200000
8/7/07,1467.619995,1488.300049,1455.800049,1476.709961,1476.709961,4909390000
8/8/07,1476.219971,1503.890015,1476.219971,1497.48999,1497.48999,5499560000
8/9/07,1497.209961,1497.209961,1453.089966,1453.089966,1453.089966,5889600000
8/10/07,1453.089966,1462.02002,1429.73999,1453.640015,1453.640015,5345780000
8/13/07,1453.420044,1466.290039,1451.540039,1452.920044,1452.920044,3696280000
8/14/07,1452.869995,1456.73999,1426.199951,1426.540039,1426.540039,3814630000
8/15/07,1426.150024,1440.780029,1404.359985,1406.699951,1406.699951,4290930000
8/16/07,1406.640015,1415.969971,1370.599976,1411.27002,1411.27002,6509300000
8/17/07,1411.26001,1450.329956,1411.26001,1445.939941,1445.939941,3570040000
8/20/07,1445.939941,1451.75,1430.540039,1445.550049,1445.550049,3321340000
8/21/07,1445.550049,1455.319946,1439.76001,1447.119995,1447.119995,3012150000
8/22/07,1447.030029,1464.859985,1447.030029,1464.069946,1464.069946,3309120000
8/23/07,1464.050049,1472.060059,1453.880005,1462.5,1462.5,3084390000
8/24/07,1462.339966,1479.400024,1460.540039,1479.369995,1479.369995,2541400000
8/27/07,1479.359985,1479.359985,1465.97998,1466.790039,1466.790039,2406180000
8/28/07,1466.719971,1466.719971,1432.01001,1432.359985,1432.359985,3078090000
8/29/07,1432.01001,1463.76001,1432.01001,1463.76001,1463.76001,2824070000
8/30/07,1463.670044,1468.430054,1451.25,1457.640015,1457.640015,2582960000
8/31/07,1457.609985,1481.469971,1457.609985,1473.98999,1473.98999,2731610000
9/4/07,1473.959961,1496.400024,1472.150024,1489.420044,1489.420044,2766600000
9/5/07,1488.76001,1488.76001,1466.339966,1472.290039,1472.290039,2991600000
9/6/07,1472.030029,1481.48999,1467.410034,1478.550049,1478.550049,2459590000
9/7/07,1478.550049,1478.550049,1449.069946,1453.550049,1453.550049,3191080000
9/10/07,1453.5,1462.25,1439.290039,1451.699951,1451.699951,2835720000
9/11/07,1451.689941,1472.47998,1451.689941,1471.48999,1471.48999,3015330000
9/12/07,1471.099976,1479.5,1465.75,1471.560059,1471.560059,2885720000
9/13/07,1471.469971,1489.579956,1471.469971,1483.949951,1483.949951,2877080000
9/14/07,1483.949951,1485.98999,1473.180054,1484.25,1484.25,2641740000
9/17/07,1484.23999,1484.23999,1471.819946,1476.650024,1476.650024,2598390000
9/18/07,1476.630005,1519.890015,1476.630005,1519.780029,1519.780029,3708940000
9/19/07,1519.75,1538.73999,1519.75,1529.030029,1529.030029,3846750000
9/20/07,1528.689941,1529.140015,1516.420044,1518.75,1518.75,2957700000
9/21/07,1518.75,1530.890015,1518.75,1525.75,1525.75,3679460000
9/24/07,1525.75,1530.180054,1516.150024,1517.72998,1517.72998,3131310000
9/25/07,1516.339966,1518.27002,1507.130005,1517.209961,1517.209961,3187770000
9/26/07,1518.619995,1529.390015,1518.619995,1525.420044,1525.420044,3237390000
9/27/07,1527.319946,1532.459961,1525.810059,1531.380005,1531.380005,2872180000
9/28/07,1531.23999,1533.73999,1521.98999,1526.75,1526.75,2925350000
10/1/07,1527.290039,1549.02002,1527.25,1547.040039,1547.040039,3281990000
10/2/07,1546.959961,1548.01001,1540.369995,1546.630005,1546.630005,3101910000
10/3/07,1545.800049,1545.839966,1536.339966,1539.589966,1539.589966,3065320000
10/4/07,1539.910034,1544.02002,1537.630005,1542.839966,1542.839966,2690430000
10/5/07,1543.839966,1561.910034,1543.839966,1557.589966,1557.589966,2919030000
10/8/07,1556.51001,1556.51001,1549,1552.579956,1552.579956,2040650000
10/9/07,1553.180054,1565.26001,1551.819946,1565.150024,1565.150024,2932040000
10/10/07,1564.97998,1565.420044,1555.459961,1562.469971,1562.469971,3044760000
10/11/07,1564.719971,1576.089966,1546.719971,1554.410034,1554.410034,3911260000
10/12/07,1555.410034,1563.030029,1554.089966,1561.800049,1561.800049,2788690000
10/15/07,1562.25,1564.73999,1540.810059,1548.709961,1548.709961,3139290000
10/16/07,1547.810059,1547.810059,1536.290039,1538.530029,1538.530029,3234560000
10/17/07,1544.439941,1550.660034,1526.01001,1541.23999,1541.23999,3638070000
10/18/07,1539.290039,1542.790039,1531.76001,1540.079956,1540.079956,3203210000
10/19/07,1540,1540,1500.26001,1500.630005,1500.630005,4160970000
10/22/07,1497.790039,1508.060059,1490.400024,1506.329956,1506.329956,3471830000
10/23/07,1509.300049,1520.01001,1503.609985,1519.589966,1519.589966,3309120000
10/24/07,1516.609985,1517.22998,1489.560059,1515.880005,1515.880005,4003300000
10/25/07,1516.150024,1523.23999,1500.459961,1514.400024,1514.400024,4183960000
10/26/07,1522.170044,1535.530029,1520.180054,1535.280029,1535.280029,3612120000
10/29/07,1536.920044,1544.670044,1536.430054,1540.97998,1540.97998,3124480000
10/30/07,1539.420044,1539.420044,1529.550049,1531.02002,1531.02002,3212520000
10/31/07,1532.150024,1552.76001,1529.400024,1549.380005,1549.380005,3953070000
11/1/07,1545.790039,1545.790039,1506.660034,1508.439941,1508.439941,4241470000
11/2/07,1511.069946,1513.150024,1492.530029,1509.650024,1509.650024,4285990000
11/5/07,1505.609985,1510.839966,1489.949951,1502.170044,1502.170044,3819330000
11/6/07,1505.329956,1520.77002,1499.069946,1520.27002,1520.27002,3879160000
11/7/07,1515.459961,1515.459961,1475.040039,1475.619995,1475.619995,4353160000
11/8/07,1475.27002,1482.5,1450.310059,1474.77002,1474.77002,5439720000
11/9/07,1467.589966,1474.089966,1448.51001,1453.699951,1453.699951,4587050000
11/12/07,1453.660034,1464.939941,1438.530029,1439.180054,1439.180054,4192520000
11/13/07,1441.349976,1481.369995,1441.349976,1481.050049,1481.050049,4141310000
11/14/07,1483.400024,1492.140015,1466.469971,1470.579956,1470.579956,4031470000
11/15/07,1468.040039,1472.670044,1443.48999,1451.150024,1451.150024,3941010000
11/16/07,1453.089966,1462.180054,1443.98999,1458.73999,1458.73999,4168870000
11/19/07,1456.699951,1456.699951,1430.420044,1433.27002,1433.27002,4119650000
